
[Gradient Statistics for Epoch 1]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -1.56764e+00 | std:  4.53015e+01 | min: -1.14932e+02 | max:  1.52278e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean: -4.09342e-01 | std:  1.52763e+02 | min: -2.16400e+03 | max:  1.93900e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean: -1.41985e+01 | std:  7.45134e+02 | min: -3.30600e+03 | max:  3.35600e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean:  1.50310e+00 | std:  3.63778e+01 | min: -2.12250e+02 | max:  2.06250e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean: -7.79476e+01 | std:  1.45715e+02 | min: -4.94250e+02 | max:  5.19500e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean:  1.26819e+00 | std:  3.00091e+01 | min: -2.11375e+02 | max:  1.90375e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean: -6.91564e+01 | std:  1.16565e+02 | min: -4.49500e+02 | max:  3.45000e+02
xlstm.layers.0.slstm.Ro.block.weight     | mean:  1.35515e+00 | std:  3.28964e+01 | min: -1.92250e+02 | max:  2.09250e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -7.29732e+01 | std:  1.28040e+02 | min: -4.63000e+02 | max:  3.31500e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -2.04310e+01 | std:  7.39747e+01 | min: -3.79477e+02 | max:  9.42821e+01
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  7.26895e+00 | std:  6.70581e+01 | min: -1.48160e+02 | max:  1.76807e+02
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean: -9.50558e+00 | std:  4.61863e+02 | min: -5.58500e+02 | max:  1.15100e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean:  2.86393e+02 | std:  3.64967e+02 | min: -1.83250e+02 | max:  7.50500e+02
xlstm.layers.0.mlstm.Wk.block.weight     | mean:  9.95364e-02 | std:  7.38545e+00 | min: -7.03750e+01 | max:  7.32500e+01
xlstm.layers.0.mlstm.Wk.block.bias       | mean: -6.31920e-02 | std:  2.98724e+01 | min: -1.03000e+02 | max:  2.40500e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean:  2.35610e-01 | std:  1.16527e+01 | min: -9.37500e+01 | max:  1.15312e+02
xlstm.layers.0.mlstm.Wv.block.bias       | mean:  3.84943e-01 | std:  1.38987e+01 | min: -7.40625e+01 | max:  7.95000e+01
xlstm.layers.0.mlstm.Wi.weight           | mean:  6.06364e-02 | std:  7.85931e-01 | min: -1.36719e+01 | max:  1.30703e+01
xlstm.layers.0.mlstm.Wi.bias             | mean: -6.76545e-01 | std:  2.76504e+00 | min: -3.55000e+01 | max:  1.38047e+01
xlstm.layers.0.mlstm.Wf.weight           | mean:  9.79154e+00 | std:  4.44161e+01 | min: -3.33000e+02 | max:  2.79250e+02
xlstm.layers.0.mlstm.Wf.bias             | mean: -1.02983e+02 | std:  1.58688e+02 | min: -5.97500e+02 | max:  3.61750e+02
xlstm.layers.0.mlstm.Wo.weight           | mean:  6.61647e-01 | std:  6.51512e+01 | min: -4.16000e+02 | max:  3.93500e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -4.31793e+01 | std:  6.95733e+01 | min: -2.47000e+02 | max:  1.96000e+02
classifier.weight                        | mean:  3.28173e-04 | std:  7.31555e+02 | min: -4.58400e+03 | max:  4.41200e+03
classifier.bias                          | mean: -9.28571e-02 | std:  3.72376e+03 | min: -1.29280e+04 | max:  6.73200e+03

[Gradient Statistics for Epoch 7]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -1.89705e-02 | std:  8.10574e+01 | min: -3.43626e+02 | max:  2.06686e+02
xlstm.layers.0.slstm.layer_norm.bias     | mean: -1.54587e+00 | std:  7.40905e+01 | min: -2.20845e+02 | max:  1.83640e+02
xlstm.layers.0.slstm.causal_conv.conv.weight | mean: -4.82731e+01 | std:  3.88649e+02 | min: -9.49000e+02 | max:  5.08750e+02
xlstm.layers.0.slstm.causal_conv.conv.bias | mean:  6.83295e+02 | std:  4.39577e+02 | min: -2.51875e+01 | max:  1.34400e+03
xlstm.layers.0.slstm.Wz.block.weight     | mean:  1.63481e+01 | std:  6.62709e+02 | min: -4.65600e+03 | max:  5.58000e+03
xlstm.layers.0.slstm.Wz.block.bias       | mean: -3.30014e+01 | std:  9.41222e+02 | min: -4.05600e+03 | max:  3.79400e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean:  8.49024e+00 | std:  4.14558e+01 | min: -1.79125e+02 | max:  2.40375e+02
xlstm.layers.0.slstm.Wi.block.bias       | mean: -6.05937e+01 | std:  1.80899e+02 | min: -7.32000e+02 | max:  6.30500e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean:  7.79086e+00 | std:  3.27997e+01 | min: -1.68000e+02 | max:  1.88125e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean: -5.77386e+01 | std:  1.43618e+02 | min: -6.82000e+02 | max:  4.97500e+02
xlstm.layers.0.slstm.Wo.block.weight     | mean: -2.53518e+00 | std:  1.33245e+02 | min: -8.91000e+02 | max:  6.04500e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean: -5.23817e+01 | std:  1.64098e+02 | min: -6.34500e+02 | max:  5.98000e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean: -7.18336e-02 | std:  1.94826e+02 | min: -2.86400e+03 | max:  2.79200e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean: -3.30014e+01 | std:  9.41222e+02 | min: -4.05600e+03 | max:  3.79400e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean: -1.57124e-01 | std:  3.95388e+01 | min: -2.82500e+02 | max:  2.63000e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean: -6.05937e+01 | std:  1.80899e+02 | min: -7.32000e+02 | max:  6.30500e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean:  1.20775e-01 | std:  3.31272e+01 | min: -2.58250e+02 | max:  2.41625e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean: -5.77386e+01 | std:  1.43618e+02 | min: -6.82000e+02 | max:  4.97500e+02
xlstm.layers.0.slstm.Ro.block.weight     | mean: -7.65371e-02 | std:  3.72859e+01 | min: -2.88750e+02 | max:  2.51500e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -5.23817e+01 | std:  1.64098e+02 | min: -6.34500e+02 | max:  5.98000e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -4.52438e+00 | std:  9.25065e+01 | min: -3.49271e+02 | max:  2.02211e+02
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  8.74409e+00 | std:  9.08972e+01 | min: -2.26464e+02 | max:  2.97141e+02
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean: -9.47701e+01 | std:  3.99734e+02 | min: -7.78000e+02 | max:  5.07500e+02
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean:  4.48089e+02 | std:  2.99160e+02 | min: -4.78750e+01 | max:  8.29000e+02
xlstm.layers.0.mlstm.Wk.block.weight     | mean:  1.91911e-01 | std:  7.55455e+00 | min: -7.71875e+01 | max:  6.48125e+01
xlstm.layers.0.mlstm.Wk.block.bias       | mean: -1.18746e+00 | std:  3.00603e+01 | min: -1.44250e+02 | max:  1.28875e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean:  2.00947e-01 | std:  1.27478e+01 | min: -1.00062e+02 | max:  1.65375e+02
xlstm.layers.0.mlstm.Wv.block.bias       | mean: -1.01813e+00 | std:  1.64576e+01 | min: -1.31625e+02 | max:  7.03750e+01
xlstm.layers.0.mlstm.Wi.weight           | mean:  8.55987e-02 | std:  8.48590e-01 | min: -1.26797e+01 | max:  9.03125e+00
xlstm.layers.0.mlstm.Wi.bias             | mean: -6.84953e-01 | std:  3.57152e+00 | min: -2.56875e+01 | max:  1.80312e+01
xlstm.layers.0.mlstm.Wf.weight           | mean:  1.05270e+01 | std:  4.84985e+01 | min: -3.22000e+02 | max:  2.84250e+02
xlstm.layers.0.mlstm.Wf.bias             | mean: -8.54346e+01 | std:  1.97764e+02 | min: -8.99000e+02 | max:  6.86500e+02
xlstm.layers.0.mlstm.Wo.weight           | mean: -1.13083e+00 | std:  7.51214e+01 | min: -6.48500e+02 | max:  4.69000e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -3.58275e+01 | std:  8.98150e+01 | min: -3.82500e+02 | max:  3.34250e+02
classifier.weight                        | mean: -5.62989e-03 | std:  9.02459e+02 | min: -5.83600e+03 | max:  5.87600e+03
classifier.bias                          | mean:  8.57143e-02 | std:  4.05597e+03 | min: -1.29760e+04 | max:  6.17200e+03

[Gradient Statistics for Epoch 8]
xlstm.layers.0.slstm.layer_norm.weight   | mean:  3.03940e+01 | std:  8.81186e+01 | min: -3.37803e+02 | max:  2.88554e+02
xlstm.layers.0.slstm.layer_norm.bias     | mean:  1.96269e+00 | std:  7.76298e+01 | min: -2.25831e+02 | max:  2.03709e+02
xlstm.layers.0.slstm.causal_conv.conv.weight | mean: -8.09271e+01 | std:  4.94965e+02 | min: -1.00250e+03 | max:  8.44500e+02
xlstm.layers.0.slstm.causal_conv.conv.bias | mean:  1.33464e+03 | std:  4.21013e+02 | min:  7.96000e+02 | max:  2.08800e+03
xlstm.layers.0.slstm.Wz.block.weight     | mean:  9.07419e+00 | std:  7.39249e+02 | min: -6.84000e+03 | max:  6.62000e+03
xlstm.layers.0.slstm.Wz.block.bias       | mean:  3.50434e+01 | std:  9.88159e+02 | min: -4.09600e+03 | max:  5.22800e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean:  1.09814e+01 | std:  3.91911e+01 | min: -1.97000e+02 | max:  1.86500e+02
xlstm.layers.0.slstm.Wi.block.bias       | mean: -8.34379e+01 | std:  1.71039e+02 | min: -7.62500e+02 | max:  4.20500e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean:  1.14103e+01 | std:  3.38162e+01 | min: -1.71375e+02 | max:  1.82625e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean: -8.49208e+01 | std:  1.51823e+02 | min: -7.28000e+02 | max:  3.51500e+02
xlstm.layers.0.slstm.Wo.block.weight     | mean: -5.96436e+00 | std:  1.33197e+02 | min: -7.13500e+02 | max:  6.66000e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean: -7.42328e+01 | std:  1.57000e+02 | min: -7.67000e+02 | max:  3.81500e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean: -2.50993e+00 | std:  2.23854e+02 | min: -2.49600e+03 | max:  2.29400e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean:  3.50434e+01 | std:  9.88159e+02 | min: -4.09600e+03 | max:  5.22800e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean:  7.39904e-02 | std:  4.15633e+01 | min: -2.38750e+02 | max:  2.78250e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean: -8.34379e+01 | std:  1.71039e+02 | min: -7.62500e+02 | max:  4.20500e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean:  2.67273e-01 | std:  3.77991e+01 | min: -2.27625e+02 | max:  2.68750e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean: -8.49208e+01 | std:  1.51823e+02 | min: -7.28000e+02 | max:  3.51500e+02
xlstm.layers.0.slstm.Ro.block.weight     | mean: -3.33548e-02 | std:  3.99929e+01 | min: -2.70750e+02 | max:  2.93750e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -7.42328e+01 | std:  1.57000e+02 | min: -7.67000e+02 | max:  3.81500e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean:  6.16868e+00 | std:  1.22290e+02 | min: -5.35242e+02 | max:  3.76775e+02
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  1.23148e+01 | std:  9.92360e+01 | min: -2.85819e+02 | max:  2.71340e+02
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean:  6.22775e+01 | std:  5.42439e+02 | min: -9.97500e+02 | max:  8.96000e+02
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean:  6.75730e+02 | std:  3.51651e+02 | min: -2.73906e+01 | max:  1.04100e+03
xlstm.layers.0.mlstm.Wk.block.weight     | mean:  3.49231e-01 | std:  6.53092e+00 | min: -7.26250e+01 | max:  6.15312e+01
xlstm.layers.0.mlstm.Wk.block.bias       | mean: -2.79457e+00 | std:  2.48536e+01 | min: -1.11625e+02 | max:  9.19375e+01
xlstm.layers.0.mlstm.Wv.block.weight     | mean:  1.60320e-01 | std:  1.31119e+01 | min: -1.59375e+02 | max:  1.17625e+02
xlstm.layers.0.mlstm.Wv.block.bias       | mean: -8.74023e-01 | std:  1.60031e+01 | min: -1.23000e+02 | max:  6.27188e+01
xlstm.layers.0.mlstm.Wi.weight           | mean:  2.83363e-02 | std:  6.86525e-01 | min: -1.21172e+01 | max:  9.27344e+00
xlstm.layers.0.mlstm.Wi.bias             | mean: -3.30128e-01 | std:  2.59395e+00 | min: -1.92188e+01 | max:  1.44922e+01
xlstm.layers.0.mlstm.Wf.weight           | mean:  1.33687e+01 | std:  5.68121e+01 | min: -4.37250e+02 | max:  3.21250e+02
xlstm.layers.0.mlstm.Wf.bias             | mean: -1.22301e+02 | std:  2.17228e+02 | min: -1.06500e+03 | max:  5.64000e+02
xlstm.layers.0.mlstm.Wo.weight           | mean: -3.48843e+00 | std:  7.83001e+01 | min: -4.40500e+02 | max:  4.37500e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -5.11084e+01 | std:  9.01881e+01 | min: -4.52750e+02 | max:  2.38375e+02
classifier.weight                        | mean: -1.12348e-03 | std:  8.22314e+02 | min: -4.47600e+03 | max:  4.92000e+03
classifier.bias                          | mean:  1.22321e-01 | std:  3.12567e+03 | min: -7.88400e+03 | max:  5.87200e+03

[Gradient Statistics for Epoch 9]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -1.07795e+01 | std:  8.24331e+01 | min: -2.90095e+02 | max:  1.98798e+02
xlstm.layers.0.slstm.layer_norm.bias     | mean: -1.11032e+00 | std:  6.33544e+01 | min: -1.91876e+02 | max:  1.43570e+02
xlstm.layers.0.slstm.causal_conv.conv.weight | mean: -8.96994e+01 | std:  4.09757e+02 | min: -8.13500e+02 | max:  7.50500e+02
xlstm.layers.0.slstm.causal_conv.conv.bias | mean:  2.43286e+02 | std:  7.30787e+02 | min: -7.26000e+02 | max:  1.30700e+03
xlstm.layers.0.slstm.Wz.block.weight     | mean: -9.93669e+00 | std:  8.96387e+02 | min: -8.46400e+03 | max:  8.10800e+03
xlstm.layers.0.slstm.Wz.block.bias       | mean:  7.42056e+01 | std:  1.22650e+03 | min: -4.54400e+03 | max:  4.81200e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean:  5.10940e+00 | std:  4.21925e+01 | min: -2.24750e+02 | max:  1.68000e+02
xlstm.layers.0.slstm.Wi.block.bias       | mean: -3.54102e+01 | std:  1.81283e+02 | min: -6.15000e+02 | max:  4.38500e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean:  5.46907e+00 | std:  3.64000e+01 | min: -1.91625e+02 | max:  1.93625e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean: -3.88906e+01 | std:  1.61053e+02 | min: -6.86000e+02 | max:  3.88250e+02
xlstm.layers.0.slstm.Wo.block.weight     | mean: -8.50143e+00 | std:  1.46713e+02 | min: -9.58000e+02 | max:  7.79500e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean: -2.89557e+01 | std:  1.68352e+02 | min: -6.65500e+02 | max:  4.66000e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean: -2.73588e+00 | std:  2.98066e+02 | min: -3.34400e+03 | max:  3.34600e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean:  7.42056e+01 | std:  1.22650e+03 | min: -4.54400e+03 | max:  4.81200e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean: -9.41323e-01 | std:  4.73580e+01 | min: -3.26250e+02 | max:  2.80500e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean: -3.54102e+01 | std:  1.81283e+02 | min: -6.15000e+02 | max:  4.38500e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean: -8.20271e-01 | std:  4.31645e+01 | min: -3.12000e+02 | max:  3.03000e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean: -3.88906e+01 | std:  1.61053e+02 | min: -6.86000e+02 | max:  3.88250e+02
xlstm.layers.0.slstm.Ro.block.weight     | mean: -1.00490e+00 | std:  4.58624e+01 | min: -3.14750e+02 | max:  3.04750e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -2.89557e+01 | std:  1.68352e+02 | min: -6.65500e+02 | max:  4.66000e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -2.55051e+01 | std:  1.12777e+02 | min: -3.26975e+02 | max:  3.15384e+02
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  3.26176e+00 | std:  1.09648e+02 | min: -2.48181e+02 | max:  3.33027e+02
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean:  7.52232e+00 | std:  5.38049e+02 | min: -9.10500e+02 | max:  8.73000e+02
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean:  5.70446e+01 | std:  4.78944e+02 | min: -5.99000e+02 | max:  6.40500e+02
xlstm.layers.0.mlstm.Wk.block.weight     | mean:  1.26074e-01 | std:  8.09235e+00 | min: -1.33500e+02 | max:  1.78500e+02
xlstm.layers.0.mlstm.Wk.block.bias       | mean: -1.21560e+00 | std:  2.82373e+01 | min: -1.31125e+02 | max:  2.28250e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean:  1.21380e-01 | std:  1.58433e+01 | min: -2.17625e+02 | max:  1.96375e+02
xlstm.layers.0.mlstm.Wv.block.bias       | mean: -7.72806e-01 | std:  1.89772e+01 | min: -1.28500e+02 | max:  9.21875e+01
xlstm.layers.0.mlstm.Wi.weight           | mean:  3.54146e-02 | std:  1.01342e+00 | min: -2.02344e+01 | max:  2.78281e+01
xlstm.layers.0.mlstm.Wi.bias             | mean: -3.03643e-01 | std:  3.46219e+00 | min: -2.36250e+01 | max:  3.55000e+01
xlstm.layers.0.mlstm.Wf.weight           | mean:  6.53844e+00 | std:  6.49522e+01 | min: -6.38500e+02 | max:  4.02750e+02
xlstm.layers.0.mlstm.Wf.bias             | mean: -6.48351e+01 | std:  2.46802e+02 | min: -9.77500e+02 | max:  6.20500e+02
xlstm.layers.0.mlstm.Wo.weight           | mean: -3.21879e+00 | std:  8.99820e+01 | min: -7.68000e+02 | max:  6.08500e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -2.58384e+01 | std:  1.06455e+02 | min: -4.48500e+02 | max:  2.54250e+02
classifier.weight                        | mean:  5.70978e-04 | std:  9.03383e+02 | min: -4.16000e+03 | max:  4.44400e+03
classifier.bias                          | mean: -7.37723e-02 | std:  3.75832e+03 | min: -8.56800e+03 | max:  8.09200e+03

[Gradient Statistics for Epoch 10]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -1.60210e+01 | std:  1.03138e+02 | min: -3.09728e+02 | max:  3.29285e+02
xlstm.layers.0.slstm.layer_norm.bias     | mean: -1.08482e+00 | std:  7.61254e+01 | min: -2.40215e+02 | max:  1.65389e+02
xlstm.layers.0.slstm.causal_conv.conv.weight | mean: -1.73486e+01 | std:  5.63670e+02 | min: -1.17900e+03 | max:  9.09000e+02
xlstm.layers.0.slstm.causal_conv.conv.bias | mean: -1.80536e+01 | std:  1.07250e+03 | min: -1.20100e+03 | max:  1.55900e+03
xlstm.layers.0.slstm.Wz.block.weight     | mean:  4.32619e+00 | std:  1.05817e+03 | min: -8.59200e+03 | max:  1.16000e+04
xlstm.layers.0.slstm.Wz.block.bias       | mean: -2.25552e+01 | std:  1.58086e+03 | min: -6.86800e+03 | max:  6.31600e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean:  2.75958e+00 | std:  4.64635e+01 | min: -2.34375e+02 | max:  2.26625e+02
xlstm.layers.0.slstm.Wi.block.bias       | mean: -1.85307e+01 | std:  2.11697e+02 | min: -7.73500e+02 | max:  6.75000e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean:  1.76161e+00 | std:  4.18408e+01 | min: -2.58500e+02 | max:  2.06250e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean: -1.28140e+01 | std:  1.91276e+02 | min: -7.36000e+02 | max:  7.84500e+02
xlstm.layers.0.slstm.Wo.block.weight     | mean: -5.95627e+00 | std:  1.56685e+02 | min: -1.11000e+03 | max:  9.35500e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean: -1.21956e+01 | std:  2.00776e+02 | min: -6.44500e+02 | max:  8.10000e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean:  2.94767e+00 | std:  3.83583e+02 | min: -3.98600e+03 | max:  3.78200e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean: -2.25552e+01 | std:  1.58086e+03 | min: -6.86800e+03 | max:  6.31600e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean:  5.69775e-01 | std:  5.52364e+01 | min: -3.97750e+02 | max:  3.47500e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean: -1.85307e+01 | std:  2.11697e+02 | min: -7.73500e+02 | max:  6.75000e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean:  6.88711e-01 | std:  5.20852e+01 | min: -4.49000e+02 | max:  4.23250e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean: -1.28140e+01 | std:  1.91276e+02 | min: -7.36000e+02 | max:  7.84500e+02
xlstm.layers.0.slstm.Ro.block.weight     | mean:  5.10694e-01 | std:  5.47123e+01 | min: -4.02750e+02 | max:  4.00750e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -1.21956e+01 | std:  2.00776e+02 | min: -6.44500e+02 | max:  8.10000e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -2.46896e+01 | std:  1.48532e+02 | min: -5.50046e+02 | max:  3.38640e+02
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  6.61053e-01 | std:  1.35129e+02 | min: -3.64182e+02 | max:  2.97862e+02
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean:  4.66667e+00 | std:  6.02251e+02 | min: -1.20800e+03 | max:  1.25800e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean: -8.00804e+01 | std:  7.33070e+02 | min: -1.02350e+03 | max:  8.26500e+02
xlstm.layers.0.mlstm.Wk.block.weight     | mean: -6.81502e-03 | std:  7.44785e+00 | min: -9.98125e+01 | max:  7.97500e+01
xlstm.layers.0.mlstm.Wk.block.bias       | mean: -5.25366e-01 | std:  3.02472e+01 | min: -2.47250e+02 | max:  1.34000e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean: -2.57554e-01 | std:  1.56375e+01 | min: -1.77000e+02 | max:  1.60000e+02
xlstm.layers.0.mlstm.Wv.block.bias       | mean: -5.26159e-01 | std:  2.51234e+01 | min: -1.69375e+02 | max:  1.20688e+02
xlstm.layers.0.mlstm.Wi.weight           | mean:  2.44104e-02 | std:  8.61603e-01 | min: -1.40078e+01 | max:  1.38906e+01
xlstm.layers.0.mlstm.Wi.bias             | mean: -2.26658e-01 | std:  3.47582e+00 | min: -3.24375e+01 | max:  2.86875e+01
xlstm.layers.0.mlstm.Wf.weight           | mean:  3.49538e+00 | std:  7.19537e+01 | min: -5.66500e+02 | max:  7.14500e+02
xlstm.layers.0.mlstm.Wf.bias             | mean: -2.79708e+01 | std:  2.85590e+02 | min: -1.11100e+03 | max:  1.46700e+03
xlstm.layers.0.mlstm.Wo.weight           | mean: -2.68133e+00 | std:  9.81563e+01 | min: -6.74500e+02 | max:  7.31000e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -8.78984e+00 | std:  1.23173e+02 | min: -3.28750e+02 | max:  6.75500e+02
classifier.weight                        | mean: -1.50670e-03 | std:  8.77144e+02 | min: -3.88400e+03 | max:  4.05200e+03
classifier.bias                          | mean: -1.08036e-01 | std:  3.32173e+03 | min: -9.51200e+03 | max:  5.35200e+03

[Gradient Statistics for Epoch 11]
xlstm.layers.0.slstm.layer_norm.weight   | mean:  6.60754e+00 | std:  1.13917e+02 | min: -3.94684e+02 | max:  3.59800e+02
xlstm.layers.0.slstm.layer_norm.bias     | mean:  1.97245e+00 | std:  1.10992e+02 | min: -4.66508e+02 | max:  3.10899e+02
xlstm.layers.0.slstm.causal_conv.conv.weight | mean:  4.08631e+01 | std:  6.86044e+02 | min: -1.37400e+03 | max:  1.72900e+03
xlstm.layers.0.slstm.causal_conv.conv.bias | mean:  6.25893e+02 | std:  2.00817e+03 | min: -3.35000e+03 | max:  2.53400e+03
xlstm.layers.0.slstm.Wz.block.weight     | mean:  2.32924e+00 | std:  1.19682e+03 | min: -1.19040e+04 | max:  1.03920e+04
xlstm.layers.0.slstm.Wz.block.bias       | mean: -3.09704e+01 | std:  1.51325e+03 | min: -7.60400e+03 | max:  8.16800e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean:  7.30669e+00 | std:  4.89575e+01 | min: -1.96625e+02 | max:  1.96125e+02
xlstm.layers.0.slstm.Wi.block.bias       | mean: -4.77092e+01 | std:  2.24442e+02 | min: -7.87000e+02 | max:  7.55500e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean:  8.60731e+00 | std:  4.72981e+01 | min: -2.88000e+02 | max:  2.07875e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean: -5.45781e+01 | std:  2.25983e+02 | min: -8.16000e+02 | max:  1.16500e+03
xlstm.layers.0.slstm.Wo.block.weight     | mean: -1.21288e+01 | std:  1.73141e+02 | min: -1.05300e+03 | max:  7.13000e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean: -4.79986e+01 | std:  2.28338e+02 | min: -9.67000e+02 | max:  7.81000e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean:  1.55151e+00 | std:  4.40760e+02 | min: -5.06800e+03 | max:  4.99600e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean: -3.09704e+01 | std:  1.51325e+03 | min: -7.60400e+03 | max:  8.16800e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean:  7.75248e-01 | std:  6.12936e+01 | min: -3.36750e+02 | max:  3.39750e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean: -4.77092e+01 | std:  2.24442e+02 | min: -7.87000e+02 | max:  7.55500e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean:  1.07736e+00 | std:  5.95509e+01 | min: -4.17000e+02 | max:  4.11250e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean: -5.45781e+01 | std:  2.25983e+02 | min: -8.16000e+02 | max:  1.16500e+03
xlstm.layers.0.slstm.Ro.block.weight     | mean:  8.72961e-01 | std:  6.21482e+01 | min: -3.82250e+02 | max:  3.37000e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -4.79986e+01 | std:  2.28338e+02 | min: -9.67000e+02 | max:  7.81000e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -2.85764e+01 | std:  2.10806e+02 | min: -6.21702e+02 | max:  5.13615e+02
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  8.44130e+00 | std:  1.74376e+02 | min: -4.94442e+02 | max:  4.65002e+02
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean: -6.90923e+00 | std:  6.32004e+02 | min: -8.41000e+02 | max:  1.06800e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean:  3.14080e+02 | std:  1.15390e+03 | min: -1.76700e+03 | max:  2.14800e+03
xlstm.layers.0.mlstm.Wk.block.weight     | mean:  1.21739e-02 | std:  7.60631e+00 | min: -1.38625e+02 | max:  1.00562e+02
