
[Gradient Statistics for Epoch 1]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -3.37321e+00 | std:  2.86956e+01 | min: -1.05234e+02 | max:  6.15710e+01
xlstm.layers.0.slstm.Rz.block.weight     | mean:  5.02403e+01 | std:  1.25988e+03 | min: -9.52000e+03 | max:  1.05280e+04
xlstm.layers.0.slstm.Rz.block.bias       | mean:  1.75497e+02 | std:  3.70051e+03 | min: -9.93600e+03 | max:  2.16480e+04
xlstm.layers.0.slstm.Ri.block.weight     | mean: -3.01624e+00 | std:  1.38105e+02 | min: -8.31000e+02 | max:  9.77000e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean: -6.54251e+01 | std:  3.03322e+02 | min: -1.52500e+03 | max:  7.68500e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean: -5.85915e+00 | std:  2.53129e+02 | min: -1.75000e+03 | max:  2.91400e+03
xlstm.layers.0.slstm.Rf.block.bias       | mean: -5.16557e+00 | std:  6.47943e+02 | min: -1.87400e+03 | max:  3.48400e+03
xlstm.layers.0.slstm.Ro.block.weight     | mean: -2.98361e+00 | std:  1.43975e+02 | min: -1.16400e+03 | max:  1.06400e+03
xlstm.layers.0.slstm.Ro.block.bias       | mean: -2.33125e+01 | std:  3.94774e+02 | min: -2.35400e+03 | max:  1.23300e+03
xlstm.layers.0.mlstm.layer_norm.weight   | mean:  2.75700e+01 | std:  9.40210e+02 | min: -1.31673e+03 | max:  3.85202e+03
xlstm.layers.0.mlstm.layer_norm.bias     | mean: -8.59943e+01 | std:  1.34589e+03 | min: -4.37245e+03 | max:  3.32574e+03
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean: -6.10056e+02 | std:  4.49420e+03 | min: -1.15600e+04 | max:  3.94200e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean:  1.71033e+03 | std:  6.77712e+03 | min: -2.62600e+03 | max:  9.52000e+03
xlstm.layers.0.mlstm.Wk.block.weight     | mean:  6.21547e+01 | std:  7.11761e+02 | min: -4.16400e+03 | max:  8.85600e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean:  7.39320e+01 | std:  5.93797e+02 | min: -2.11600e+03 | max:  3.24400e+03
xlstm.layers.0.mlstm.Wv.block.weight     | mean:  1.48391e+00 | std:  6.17699e+02 | min: -4.68400e+03 | max:  6.19200e+03
xlstm.layers.0.mlstm.Wv.block.bias       | mean:  1.05829e+01 | std:  1.03093e+03 | min: -4.76000e+03 | max:  4.06400e+03
xlstm.layers.0.mlstm.Wi.weight           | mean:  9.92893e+00 | std:  1.75372e+02 | min: -7.47000e+02 | max:  2.16600e+03
xlstm.layers.0.mlstm.Wi.bias             | mean:  1.20202e+01 | std:  1.38754e+02 | min: -1.79125e+02 | max:  8.21500e+02
xlstm.layers.0.mlstm.Wf.weight           | mean:  8.67647e+00 | std:  4.24168e+02 | min: -2.64400e+03 | max:  4.99200e+03
xlstm.layers.0.mlstm.Wf.bias             | mean:  1.25948e+01 | std:  3.44345e+02 | min: -9.47000e+02 | max:  1.93900e+03
xlstm.layers.0.mlstm.Wo.weight           | mean:  7.88508e+00 | std:  2.63215e+02 | min: -1.76500e+03 | max:  3.10200e+03
xlstm.layers.0.mlstm.Wo.bias             | mean: -3.15435e+01 | std:  4.22021e+02 | min: -2.34000e+03 | max:  1.80700e+03
classifier.weight                        | mean:  4.08783e-03 | std:  7.12051e+02 | min: -3.53400e+03 | max:  2.64000e+03
classifier.bias                          | mean:  2.45833e-01 | std:  1.84993e+03 | min: -5.22000e+03 | max:  3.34800e+03

[Gradient Statistics for Epoch 12]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -6.02212e+00 | std:  4.26605e+01 | min: -1.03086e+02 | max:  1.18259e+02
xlstm.layers.0.slstm.layer_norm.bias     | mean:  3.10473e+01 | std:  2.58282e+01 | min: -5.30734e+00 | max:  8.49457e+01
xlstm.layers.0.slstm.causal_conv.conv.weight | mean: -4.63370e+01 | std:  4.70115e+01 | min: -1.13312e+02 | max:  3.57812e+01
xlstm.layers.0.slstm.causal_conv.conv.bias | mean: -6.04000e+02 | std:  4.55803e+02 | min: -1.12600e+03 | max: -2.84750e+02
xlstm.layers.0.slstm.Wz.block.weight     | mean: -3.39240e+01 | std:  1.15849e+03 | min: -5.53600e+03 | max:  8.04400e+03
xlstm.layers.0.slstm.Wz.block.bias       | mean: -1.12242e+02 | std:  1.97276e+03 | min: -5.88000e+03 | max:  6.76800e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean: -1.01524e+01 | std:  4.45946e+01 | min: -1.91125e+02 | max:  1.15438e+02
xlstm.layers.0.slstm.Wi.block.bias       | mean:  4.81949e+01 | std:  2.09628e+02 | min: -4.65250e+02 | max:  7.84500e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean: -6.47928e+00 | std:  6.44976e+01 | min: -1.99125e+02 | max:  2.15875e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean:  3.02003e+01 | std:  3.04044e+02 | min: -8.98000e+02 | max:  8.11000e+02
xlstm.layers.0.slstm.Wo.block.weight     | mean:  5.42831e+00 | std:  1.18822e+02 | min: -4.99500e+02 | max:  5.02750e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean:  3.68262e+01 | std:  1.70365e+02 | min: -3.32000e+02 | max:  4.70750e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean: -1.28381e-01 | std:  7.21868e+02 | min: -5.36400e+03 | max:  4.02800e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean: -1.12242e+02 | std:  1.97276e+03 | min: -5.88000e+03 | max:  6.76800e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean: -7.83517e-01 | std:  7.87983e+01 | min: -6.14500e+02 | max:  4.48250e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean:  4.81949e+01 | std:  2.09628e+02 | min: -4.65250e+02 | max:  7.84500e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean:  2.94619e-02 | std:  1.18119e+02 | min: -7.14500e+02 | max:  8.26500e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean:  3.02003e+01 | std:  3.04044e+02 | min: -8.98000e+02 | max:  8.11000e+02
xlstm.layers.0.slstm.Ro.block.weight     | mean: -9.42009e-01 | std:  7.34384e+01 | min: -3.96250e+02 | max:  4.88250e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean:  3.68262e+01 | std:  1.70365e+02 | min: -3.32000e+02 | max:  4.70750e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -9.85111e+01 | std:  6.00359e+02 | min: -1.49345e+03 | max:  1.51719e+03
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  4.22500e+01 | std:  7.39270e+02 | min: -1.90685e+03 | max:  2.67306e+03
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean:  3.80465e+02 | std:  1.66679e+03 | min: -3.05600e+03 | max:  1.97200e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean: -5.96604e+02 | std:  7.24253e+02 | min: -1.35400e+03 | max:  8.91875e+01
xlstm.layers.0.mlstm.Wk.block.weight     | mean:  1.51484e+01 | std:  3.74061e+02 | min: -2.85400e+03 | max:  2.91800e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean:  2.24173e+01 | std:  2.94856e+02 | min: -1.31500e+03 | max:  1.00200e+03
xlstm.layers.0.mlstm.Wv.block.weight     | mean:  3.61403e+00 | std:  7.25601e+02 | min: -9.85600e+03 | max:  1.22640e+04
xlstm.layers.0.mlstm.Wv.block.bias       | mean:  1.93783e+01 | std:  1.19697e+03 | min: -2.32600e+03 | max:  1.05280e+04
xlstm.layers.0.mlstm.Wi.weight           | mean: -7.55100e+00 | std:  6.59914e+01 | min: -8.27000e+02 | max:  4.61000e+02
xlstm.layers.0.mlstm.Wi.bias             | mean: -8.17970e+00 | std:  5.48309e+01 | min: -3.18500e+02 | max:  1.75125e+02
xlstm.layers.0.mlstm.Wf.weight           | mean:  2.67840e+01 | std:  2.19927e+02 | min: -1.16100e+03 | max:  1.58600e+03
xlstm.layers.0.mlstm.Wf.bias             | mean:  3.43033e+01 | std:  1.70737e+02 | min: -3.42000e+02 | max:  5.03500e+02
xlstm.layers.0.mlstm.Wo.weight           | mean:  6.60889e+00 | std:  1.17459e+02 | min: -4.87500e+02 | max:  5.02000e+02
xlstm.layers.0.mlstm.Wo.bias             | mean:  2.10661e+01 | std:  1.77577e+02 | min: -4.51500e+02 | max:  5.85000e+02
classifier.weight                        | mean: -5.63622e-03 | std:  4.62197e+02 | min: -1.84000e+03 | max:  2.16000e+03
classifier.bias                          | mean: -1.25000e-02 | std:  1.05671e+03 | min: -2.41200e+03 | max:  1.86700e+03

[Gradient Statistics for Epoch 13]
xlstm.layers.0.slstm.layer_norm.weight   | mean:  1.82781e-01 | std:  2.66315e+01 | min: -8.10535e+01 | max:  6.17706e+01
xlstm.layers.0.slstm.layer_norm.bias     | mean: -7.07750e+00 | std:  2.37188e+01 | min: -4.41595e+01 | max:  4.86583e+01
xlstm.layers.0.slstm.causal_conv.conv.weight | mean:  2.39289e+01 | std:  4.18288e+01 | min: -7.24375e+01 | max:  6.56875e+01
xlstm.layers.0.slstm.causal_conv.conv.bias | mean:  1.31750e+02 | std:  4.71709e+02 | min: -4.03750e+02 | max:  4.85750e+02
xlstm.layers.0.slstm.Wz.block.weight     | mean: -1.27049e+01 | std:  5.27158e+02 | min: -2.72800e+03 | max:  2.40800e+03
xlstm.layers.0.slstm.Wz.block.bias       | mean: -9.12695e+01 | std:  7.51769e+02 | min: -2.52200e+03 | max:  2.04000e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean:  3.33721e+00 | std:  2.21930e+01 | min: -7.38750e+01 | max:  6.60625e+01
xlstm.layers.0.slstm.Wi.block.bias       | mean: -1.59429e+01 | std:  1.02659e+02 | min: -2.66250e+02 | max:  2.58750e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean:  4.91244e+00 | std:  3.37857e+01 | min: -1.03500e+02 | max:  1.04062e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean: -2.25937e+01 | std:  1.59102e+02 | min: -4.15250e+02 | max:  4.31500e+02
xlstm.layers.0.slstm.Wo.block.weight     | mean:  7.47540e-01 | std:  7.54863e+01 | min: -3.24000e+02 | max:  3.59750e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean: -4.08055e+01 | std:  1.00609e+02 | min: -2.67250e+02 | max:  2.65750e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean: -6.17714e+00 | std:  3.29864e+02 | min: -1.72300e+03 | max:  1.59700e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean: -9.12695e+01 | std:  7.51769e+02 | min: -2.52200e+03 | max:  2.04000e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean:  7.54063e-01 | std:  4.90368e+01 | min: -3.13750e+02 | max:  2.80750e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean: -1.59429e+01 | std:  1.02659e+02 | min: -2.66250e+02 | max:  2.58750e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean:  3.72779e-01 | std:  6.91383e+01 | min: -3.21750e+02 | max:  4.17250e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean: -2.25937e+01 | std:  1.59102e+02 | min: -4.15250e+02 | max:  4.31500e+02
xlstm.layers.0.slstm.Ro.block.weight     | mean: -5.55501e-01 | std:  4.72747e+01 | min: -2.34000e+02 | max:  2.01000e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -4.08055e+01 | std:  1.00609e+02 | min: -2.67250e+02 | max:  2.65750e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -9.31864e+01 | std:  3.04287e+02 | min: -8.38536e+02 | max:  5.39008e+02
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  3.27236e+01 | std:  3.06101e+02 | min: -6.40380e+02 | max:  1.13632e+03
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean:  1.83396e+02 | std:  9.61947e+02 | min: -1.54200e+03 | max:  1.43600e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean: -2.51167e+02 | std:  8.41690e+02 | min: -8.96000e+02 | max:  7.01000e+02
xlstm.layers.0.mlstm.Wk.block.weight     | mean:  5.72508e+00 | std:  1.67067e+02 | min: -1.15800e+03 | max:  1.33400e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean:  7.47839e+00 | std:  1.18495e+02 | min: -3.23000e+02 | max:  4.84500e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean:  8.53860e+00 | std:  2.71653e+02 | min: -2.58400e+03 | max:  3.31400e+03
xlstm.layers.0.mlstm.Wv.block.bias       | mean: -6.17986e+01 | std:  4.79663e+02 | min: -2.96600e+03 | max:  9.65500e+02
xlstm.layers.0.mlstm.Wi.weight           | mean: -3.58676e+00 | std:  2.99232e+01 | min: -1.68875e+02 | max:  2.08250e+02
xlstm.layers.0.mlstm.Wi.bias             | mean: -4.21702e+00 | std:  2.15620e+01 | min: -6.26250e+01 | max:  9.54375e+01
xlstm.layers.0.mlstm.Wf.weight           | mean: -1.02617e+01 | std:  1.25887e+02 | min: -5.87500e+02 | max:  9.07500e+02
xlstm.layers.0.mlstm.Wf.bias             | mean: -1.03389e+01 | std:  9.09785e+01 | min: -2.91250e+02 | max:  3.23750e+02
xlstm.layers.0.mlstm.Wo.weight           | mean: -5.76342e-01 | std:  7.86922e+01 | min: -4.00500e+02 | max:  3.86500e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -5.39076e+01 | std:  1.03329e+02 | min: -2.70000e+02 | max:  2.61750e+02
classifier.weight                        | mean:  3.99145e-03 | std:  3.87942e+02 | min: -1.29400e+03 | max:  1.32200e+03
classifier.bias                          | mean: -6.25000e-03 | std:  7.45532e+02 | min: -1.77800e+03 | max:  1.37400e+03

[Gradient Statistics for Epoch 14]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -3.32958e+00 | std:  4.35218e+01 | min: -8.98267e+01 | max:  9.17698e+01
xlstm.layers.0.slstm.layer_norm.bias     | mean:  1.45352e+01 | std:  3.19743e+01 | min: -5.11323e+01 | max:  7.41808e+01
xlstm.layers.0.slstm.causal_conv.conv.weight | mean: -3.21005e+01 | std:  3.78565e+01 | min: -9.16875e+01 | max:  3.47812e+01
xlstm.layers.0.slstm.causal_conv.conv.bias | mean: -2.69417e+02 | std:  6.22197e+02 | min: -6.46000e+02 | max:  4.48750e+02
xlstm.layers.0.slstm.Wz.block.weight     | mean:  2.10833e+01 | std:  9.49696e+02 | min: -7.50400e+03 | max:  1.07200e+04
xlstm.layers.0.slstm.Wz.block.bias       | mean:  4.65350e+01 | std:  1.60371e+03 | min: -9.71200e+03 | max:  4.80400e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean: -1.62813e+00 | std:  3.64188e+01 | min: -2.49500e+02 | max:  9.40625e+01
xlstm.layers.0.slstm.Wi.block.bias       | mean:  7.86371e+00 | std:  1.71745e+02 | min: -3.56250e+02 | max:  1.01250e+03
xlstm.layers.0.slstm.Wf.block.weight     | mean:  2.45855e+00 | std:  5.84637e+01 | min: -1.91000e+02 | max:  1.76500e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean: -1.27422e+01 | std:  2.76109e+02 | min: -7.19500e+02 | max:  7.82500e+02
xlstm.layers.0.slstm.Wo.block.weight     | mean: -2.90333e+00 | std:  1.06731e+02 | min: -5.55000e+02 | max:  5.47500e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean: -1.63820e+01 | std:  1.62098e+02 | min: -5.44500e+02 | max:  5.17500e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean:  4.64206e+00 | std:  7.25554e+02 | min: -8.20800e+03 | max:  8.40000e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean:  4.65350e+01 | std:  1.60371e+03 | min: -9.71200e+03 | max:  4.80400e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean: -5.07659e-01 | std:  8.44482e+01 | min: -8.16500e+02 | max:  8.00500e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean:  7.86371e+00 | std:  1.71745e+02 | min: -3.56250e+02 | max:  1.01250e+03
xlstm.layers.0.slstm.Rf.block.weight     | mean:  1.05416e+00 | std:  1.21954e+02 | min: -1.08100e+03 | max:  8.14500e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean: -1.27422e+01 | std:  2.76109e+02 | min: -7.19500e+02 | max:  7.82500e+02
xlstm.layers.0.slstm.Ro.block.weight     | mean: -6.38074e-01 | std:  7.72769e+01 | min: -5.23000e+02 | max:  5.00500e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -1.63820e+01 | std:  1.62098e+02 | min: -5.44500e+02 | max:  5.17500e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -1.40512e+02 | std:  5.13673e+02 | min: -1.53766e+03 | max:  1.24588e+03
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  8.10647e+01 | std:  5.02347e+02 | min: -1.00439e+03 | max:  1.63451e+03
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean:  3.43333e+01 | std:  1.83400e+03 | min: -1.76300e+03 | max:  4.07200e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean: -1.14954e+03 | std:  1.11278e+03 | min: -1.99800e+03 | max:  1.10375e+02
xlstm.layers.0.mlstm.Wk.block.weight     | mean:  2.04504e+01 | std:  3.00404e+02 | min: -3.58200e+03 | max:  1.96300e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean:  2.12931e+01 | std:  2.02820e+02 | min: -7.96500e+02 | max:  7.36000e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean: -5.68072e-04 | std:  4.52095e+02 | min: -5.19200e+03 | max:  5.02000e+03
xlstm.layers.0.mlstm.Wv.block.bias       | mean:  6.53133e+00 | std:  7.28134e+02 | min: -2.24400e+03 | max:  4.13200e+03
xlstm.layers.0.mlstm.Wi.weight           | mean: -2.62607e+00 | std:  5.21367e+01 | min: -7.89000e+02 | max:  2.83500e+02
xlstm.layers.0.mlstm.Wi.bias             | mean: -2.25848e+00 | std:  3.28744e+01 | min: -1.92375e+02 | max:  7.25000e+01
xlstm.layers.0.mlstm.Wf.weight           | mean: -2.85631e+01 | std:  2.16677e+02 | min: -2.79600e+03 | max:  1.67200e+03
xlstm.layers.0.mlstm.Wf.bias             | mean: -2.55804e+01 | std:  1.43940e+02 | min: -6.66000e+02 | max:  3.18250e+02
xlstm.layers.0.mlstm.Wo.weight           | mean: -8.25352e-01 | std:  1.20157e+02 | min: -6.37500e+02 | max:  6.74000e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -2.99390e+01 | std:  1.97546e+02 | min: -6.43500e+02 | max:  5.68500e+02
classifier.weight                        | mean:  2.17082e-03 | std:  4.09310e+02 | min: -2.09600e+03 | max:  1.55400e+03
classifier.bias                          | mean:  2.81250e-02 | std:  9.03300e+02 | min: -2.10200e+03 | max:  2.02000e+03

[Gradient Statistics for Epoch 15]
xlstm.layers.0.slstm.layer_norm.weight   | mean:  5.19978e+00 | std:  4.58281e+01 | min: -7.77995e+01 | max:  1.46832e+02
xlstm.layers.0.slstm.layer_norm.bias     | mean: -2.03180e+01 | std:  6.95609e+01 | min: -1.31680e+02 | max:  9.02133e+01
xlstm.layers.0.slstm.causal_conv.conv.weight | mean:  6.64996e+00 | std:  7.45146e+01 | min: -7.45000e+01 | max:  1.44750e+02
xlstm.layers.0.slstm.causal_conv.conv.bias | mean:  3.64667e+02 | std:  1.38735e+03 | min: -1.16700e+03 | max:  1.53700e+03
xlstm.layers.0.slstm.Wz.block.weight     | mean:  1.55316e+01 | std:  9.49343e+02 | min: -4.56400e+03 | max:  5.52800e+03
xlstm.layers.0.slstm.Wz.block.bias       | mean:  6.76396e+01 | std:  1.70638e+03 | min: -4.52400e+03 | max:  5.60800e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean:  3.49019e+00 | std:  4.00016e+01 | min: -1.06938e+02 | max:  1.59875e+02
xlstm.layers.0.slstm.Wi.block.bias       | mean: -1.64950e+01 | std:  1.84245e+02 | min: -6.72500e+02 | max:  4.35750e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean:  3.25721e+00 | std:  6.19758e+01 | min: -1.89125e+02 | max:  1.96250e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean: -1.80327e+01 | std:  2.87493e+02 | min: -7.88500e+02 | max:  7.72000e+02
xlstm.layers.0.slstm.Wo.block.weight     | mean:  3.51599e-01 | std:  1.40376e+02 | min: -1.07200e+03 | max:  1.16800e+03
xlstm.layers.0.slstm.Wo.block.bias       | mean: -4.70010e+01 | std:  1.99576e+02 | min: -7.88000e+02 | max:  6.29000e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean: -8.59442e+00 | std:  6.44883e+02 | min: -3.59000e+03 | max:  3.58800e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean:  6.76396e+01 | std:  1.70638e+03 | min: -4.52400e+03 | max:  5.60800e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean:  6.28254e-01 | std:  8.58031e+01 | min: -4.38000e+02 | max:  4.35000e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean: -1.64950e+01 | std:  1.84245e+02 | min: -6.72500e+02 | max:  4.35750e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean:  2.01955e+00 | std:  1.30588e+02 | min: -6.73000e+02 | max:  7.59500e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean: -1.80327e+01 | std:  2.87493e+02 | min: -7.88500e+02 | max:  7.72000e+02
xlstm.layers.0.slstm.Ro.block.weight     | mean:  7.96001e-02 | std:  8.94418e+01 | min: -6.54500e+02 | max:  5.94000e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -4.70010e+01 | std:  1.99576e+02 | min: -7.88000e+02 | max:  6.29000e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -1.33325e+02 | std:  5.47718e+02 | min: -1.61054e+03 | max:  1.25234e+03
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  1.35410e+02 | std:  5.92907e+02 | min: -1.61353e+03 | max:  1.73223e+03
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean:  1.37080e+03 | std:  1.62920e+03 | min: -1.02150e+03 | max:  3.95600e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean: -1.10583e+03 | std:  3.80954e+02 | min: -1.35700e+03 | max: -6.67500e+02
xlstm.layers.0.mlstm.Wk.block.weight     | mean:  5.01111e+01 | std:  3.64328e+02 | min: -1.78700e+03 | max:  2.56800e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean:  4.80372e+01 | std:  2.25611e+02 | min: -5.70500e+02 | max:  9.00500e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean:  2.91877e+00 | std:  4.75267e+02 | min: -3.61800e+03 | max:  3.95000e+03
xlstm.layers.0.mlstm.Wv.block.bias       | mean: -7.40930e+01 | std:  7.69909e+02 | min: -3.23600e+03 | max:  1.86500e+03
xlstm.layers.0.mlstm.Wi.weight           | mean: -5.47208e+00 | std:  7.11236e+01 | min: -4.55500e+02 | max:  6.41500e+02
xlstm.layers.0.mlstm.Wi.bias             | mean: -5.41964e+00 | std:  4.57112e+01 | min: -1.67625e+02 | max:  1.51375e+02
xlstm.layers.0.mlstm.Wf.weight           | mean: -1.60483e+01 | std:  2.40313e+02 | min: -2.45000e+03 | max:  1.50700e+03
xlstm.layers.0.mlstm.Wf.bias             | mean: -1.39095e+01 | std:  1.58329e+02 | min: -5.79000e+02 | max:  4.37750e+02
xlstm.layers.0.mlstm.Wo.weight           | mean: -9.54096e-01 | std:  1.41648e+02 | min: -1.08900e+03 | max:  1.09300e+03
xlstm.layers.0.mlstm.Wo.bias             | mean: -5.10451e+01 | std:  1.88932e+02 | min: -7.20000e+02 | max:  6.14000e+02
classifier.weight                        | mean: -7.37686e-03 | std:  3.93286e+02 | min: -2.06200e+03 | max:  1.42000e+03
classifier.bias                          | mean: -2.05729e-02 | std:  7.47520e+02 | min: -1.69000e+03 | max:  1.27500e+03

[Gradient Statistics for Epoch 16]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -9.29279e+00 | std:  5.38695e+01 | min: -1.86949e+02 | max:  8.57218e+01
xlstm.layers.0.slstm.layer_norm.bias     | mean:  4.19201e+01 | std:  3.03173e+01 | min:  5.60503e-01 | max:  1.07088e+02
xlstm.layers.0.slstm.causal_conv.conv.weight | mean: -7.55903e+00 | std:  5.38960e+01 | min: -6.59375e+01 | max:  9.20000e+01
xlstm.layers.0.slstm.causal_conv.conv.bias | mean: -7.65958e+02 | std:  4.92224e+02 | min: -1.16900e+03 | max: -2.17375e+02
xlstm.layers.0.slstm.Wz.block.weight     | mean:  1.74998e+01 | std:  7.47788e+02 | min: -3.68800e+03 | max:  3.96000e+03
xlstm.layers.0.slstm.Wz.block.bias       | mean: -2.94676e+01 | std:  1.01606e+03 | min: -2.48800e+03 | max:  2.74600e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean:  1.62332e+00 | std:  2.97369e+01 | min: -9.48125e+01 | max:  1.11875e+02
xlstm.layers.0.slstm.Wi.block.bias       | mean: -6.85151e+00 | std:  1.37037e+02 | min: -4.50250e+02 | max:  3.95500e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean: -1.11560e+01 | std:  4.70215e+01 | min: -1.54500e+02 | max:  1.32625e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean:  5.32623e+01 | std:  2.19452e+02 | min: -5.68500e+02 | max:  5.63500e+02
xlstm.layers.0.slstm.Wo.block.weight     | mean:  1.25702e+00 | std:  1.00815e+02 | min: -6.06500e+02 | max:  4.37750e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean: -1.88814e+01 | std:  1.36028e+02 | min: -3.71750e+02 | max:  4.31250e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean:  2.31508e+00 | std:  4.56374e+02 | min: -2.71600e+03 | max:  2.31600e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean: -2.94676e+01 | std:  1.01606e+03 | min: -2.48800e+03 | max:  2.74600e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean:  1.27208e+00 | std:  6.72957e+01 | min: -3.53250e+02 | max:  4.81000e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean: -6.85151e+00 | std:  1.37037e+02 | min: -4.50250e+02 | max:  3.95500e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean:  3.49880e+00 | std:  1.10532e+02 | min: -7.09500e+02 | max:  9.56000e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean:  5.32623e+01 | std:  2.19452e+02 | min: -5.68500e+02 | max:  5.63500e+02
xlstm.layers.0.slstm.Ro.block.weight     | mean:  5.78353e-01 | std:  6.13121e+01 | min: -3.14250e+02 | max:  3.09000e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -1.88814e+01 | std:  1.36028e+02 | min: -3.71750e+02 | max:  4.31250e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -6.85404e+00 | std:  5.28519e+02 | min: -1.04580e+03 | max:  1.65220e+03
xlstm.layers.0.mlstm.layer_norm.bias     | mean: -1.12568e+02 | std:  6.11489e+02 | min: -1.61334e+03 | max:  1.11051e+03
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean: -4.10917e+02 | std:  7.87860e+02 | min: -1.24800e+03 | max:  9.60500e+02
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean:  7.41333e+02 | std:  1.13462e+03 | min: -4.97000e+02 | max:  1.73100e+03
xlstm.layers.0.mlstm.Wk.block.weight     | mean: -1.89111e+01 | std:  3.00557e+02 | min: -2.05000e+03 | max:  1.62700e+03
